Species,Latitude,Longitude,Year,Citation,Notes,Censor
Eurycea tonkawae,30.51676,-97.6613,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41014,-97.8234,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41654,-97.817,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42723,-97.8189,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42598,-97.8145,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42145,-97.8181,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43815,-97.8147,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41563,-97.8153,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45595,-97.8409,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45603,-97.8408,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45728,-97.8391,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45656,-97.8406,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41888,-97.8371,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41915,-97.8353,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41506,-97.8386,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.44791,-97.8589,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.48214,-97.7411,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42989,-97.8348,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.417,-97.7749,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41901,-97.8127,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38402,-97.7673,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38421,-97.7669,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38486,-97.766,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38484,-97.766,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38433,-97.7667,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40678,-97.8408,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42271,-97.8131,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40856,-97.839,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40856,-97.839,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40873,-97.7545,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.50759,-97.7551,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41574,-97.7744,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40855,-97.8167,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.46304,-97.8479,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.36156,-97.7599,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39802,-97.8096,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39802,-97.8096,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45737,-97.8387,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45359,-97.844,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45488,-97.8423,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.53075,-97.7254,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41256,-97.8257,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41365,-97.8225,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37218,-97.7632,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41574,-97.7744,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.46102,-97.874,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43493,-97.856,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40465,-97.8264,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.44985,-97.8538,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40977,-97.8315,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42031,-97.7934,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42363,-97.7919,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42368,-97.7911,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42832,-97.7881,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42906,-97.7857,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42944,-97.7851,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42995,-97.7845,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43045,-97.7841,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43076,-97.7827,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42865,-97.788,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42918,-97.788,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43224,-97.7893,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43297,-97.7896,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37831,-97.7668,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37768,-97.767,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37563,-97.7681,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37499,-97.7682,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37437,-97.7682,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37368,-97.7683,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37304,-97.7688,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41903,-97.8125,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41872,-97.8141,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41681,-97.8171,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41622,-97.8189,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41568,-97.8206,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41468,-97.8217,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41327,-97.8224,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41192,-97.8225,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41058,-97.8232,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4094,-97.8233,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.408,-97.8233,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40661,-97.8239,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40557,-97.8252,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40477,-97.8264,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40396,-97.8271,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40315,-97.8284,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40233,-97.8298,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4005,-97.8319,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39923,-97.8326,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42145,-97.8173,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42141,-97.8196,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42088,-97.8239,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42066,-97.8248,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42173,-97.8357,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40928,-97.7552,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41195,-97.7571,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41594,-97.7583,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4125,-97.8258,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40992,-97.8363,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40916,-97.8375,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40869,-97.8388,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4334,-97.8631,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43518,-97.8604,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43516,-97.8584,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43546,-97.857,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42196,-97.8499,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45569,-97.8411,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42209,-97.8114,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42259,-97.8126,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42467,-97.8147,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42545,-97.8146,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42616,-97.8142,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42755,-97.82,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4283,-97.8231,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42874,-97.8238,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42989,-97.835,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42845,-97.8148,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43068,-97.8159,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4312,-97.8155,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43147,-97.8146,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43231,-97.8142,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43715,-97.8143,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4378,-97.8146,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.44038,-97.817,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42147,-97.7989,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42267,-97.7985,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4286,-97.7997,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42187,-97.8366,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.47986,-97.742,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41864,-97.8141,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40371,-97.7734,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4062,-97.7739,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4064,-97.8218,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39733,-97.8338,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40787,-97.8233,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.65417,-97.667,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.64995,-97.6686,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41946,-97.8514,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42085,-97.8403,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42161,-97.8382,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4149,-97.7578,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41286,-97.8287,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4312,-97.8155,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43149,-97.8147,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43784,-97.8146,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38689,-97.7613,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38454,-97.7587,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40237,-97.7721,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40328,-97.7731,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40687,-97.7736,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4102,-97.772,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4117,-97.7725,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38398,-97.7674,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39643,-97.8354,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42623,-97.7889,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38252,-97.758,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38305,-97.7582,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.421,-97.7987,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.36296,-97.7481,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.36296,-97.7481,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.36289,-97.7479,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42835,-97.7883,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42834,-97.7882,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42868,-97.7881,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42934,-97.788,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40234,-97.8298,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.38201,-97.7584,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.3718,-97.7635,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37322,-97.765,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37285,-97.7643,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43098,-97.7823,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41513,-97.8381,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42067,-97.8249,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41311,-97.8411,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42105,-97.7934,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42013,-97.7933,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42869,-97.824,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42836,-97.8232,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42754,-97.8201,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42689,-97.8142,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42124,-97.8504,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39728,-97.7698,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42696,-97.8185,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42523,-97.8147,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4096,-97.7526,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40955,-97.7526,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43154,-97.8169,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.48188,-97.7414,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39921,-97.8326,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.46171,-97.8743,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41523,-97.8378,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41656,-97.8368,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41972,-97.8345,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42071,-97.835,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42161,-97.8354,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41921,-97.8317,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41949,-97.8283,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41968,-97.8273,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42259,-97.8126,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42209,-97.8114,2000-current,Bendick personal communication,got data from author,no
Eurycea cirrigera,39.22679,-84.3775,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.39481,-84.3894,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.22069,-84.4791,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,40.09111,-84.2282,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.34306,-84.4541,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.59287,-84.6144,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.4195,-84.4998,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.59111,-84.6114,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.12379,-83.4026,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.6421,-84.4249,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.11844,-83.4086,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.40123,-84.0927,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.39085,-83.927,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.4419,-84.7649,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.61889,-84.0543,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.57474,-84.7614,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.57139,-84.7582,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.7387,-84.6561,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.91431,-83.9053,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.57848,-83.9742,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.4736,-84.0471,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.49318,-84.0238,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.78961,-83.8469,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.67285,-83.7482,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.78664,-83.9319,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.69082,-83.7454,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.4157,-83.9679,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.54685,-83.9695,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.10543,-84.6698,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.26434,-84.5374,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.43174,-84.4333,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.36744,-84.1511,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.85666,-83.6778,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.56229,-86.1557,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.56572,-86.1522,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.45313,-86.4713,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,40.13713,-87.209,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.51388,-86.1734,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,40.41389,-86.4514,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,39.56269,-87.26,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.19762,-86.2388,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.14583,-85.5082,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.88299,-83.6762,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.85728,-83.6744,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.11708,-87.222,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.23792,-85.3449,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,36.70624,-86.0489,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.95218,-84.7458,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.81694,-84.7134,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.81723,-84.7122,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.4266,-84.9134,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.43609,-84.9553,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.43518,-84.9539,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.91645,-84.7458,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.90397,-84.3867,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,37.84513,-83.6588,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.38292,-83.1336,,Hopton Personal communication,got data from author,no
Eurycea cirrigera,38.99504,-84.7163,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,39.10543,-84.6698,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,39.10543,-84.6698,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,39.09191,-84.5821,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,39.09109,-84.5821,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,39.2562,-84.5383,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,39.23496,-84.62,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,39.13809,-84.6439,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,38.8562,-85.6474,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,38.8562,-85.6474,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.2187,-86.1312,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.78709,-84.5861,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,36.70624,-86.0489,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.81694,-84.7134,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.83038,-84.7228,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.81723,-84.7122,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.83038,-84.7228,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.85131,-84.7669,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.2189,-86.0781,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,38.4764,-84.1931,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.50835,-83.9204,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.82584,-84.6449,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.83038,-84.7228,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.90397,-84.3867,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,38.35534,-84.6906,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.2189,-86.0781,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.71758,-83.7507,,Hopton Personal communication,got data from author,no
Eurycea lucifuga,37.75908,-83.6666,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.39481,-84.3894,,Hopton Personal communication,got data from author,no
Eurycea longicauda,40.09111,-84.2282,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.34306,-84.4541,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.59111,-84.6114,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.12164,-83.4052,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.57139,-84.7582,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.4419,-84.7649,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.55546,-84.7309,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.49318,-84.0238,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.78961,-83.8469,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.49496,-84.0267,,Hopton Personal communication,got data from author,no
Eurycea longicauda,38.70483,-82.6203,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.56269,-87.26,,Hopton Personal communication,got data from author,no
Eurycea longicauda,39.45313,-86.4713,,Hopton Personal communication,got data from author,no
Eurycea longicauda,37.11708,-87.222,,Hopton Personal communication,got data from author,no
Eurycea longicauda,37.29638,-82.36,,Hopton Personal communication,got data from author,no
Eurycea longicauda,37.84444,-83.6753,,Hopton Personal communication,got data from author,no
Eurycea longicauda,37.90397,-84.3867,,Hopton Personal communication,got data from author,no
Eurycea longicauda,37.84513,-83.6588,,Hopton Personal communication,got data from author,no
Eurycea longicauda,37.2675,-86.2675,,Hopton Personal communication,got data from author,no
Eurycea bislineata,45.616667,-78.85,2010,LeGros 2011,Observations,no
Eurycea cirrigera,35.3775,-80.9658,,Connette et al 2011,Field-site description,no
Eurycea guttolineata,35.3775,-80.9658,,Connette et al 2011,Field-site description,no
Eurycea aquatica,33.9744167,-86.1866,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3758667,-86.96725,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3758667,-86.96725,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3758667,-86.96725,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3758667,-86.96725,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3758667,-86.96725,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3758667,-86.96725,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3728833,-86.9645167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3728833,-86.9645167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3728833,-86.9645167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.3728833,-86.9645167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.5840167,-86.7108,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7002667,-86.6710667,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7002667,-86.6710667,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.6927833,-88.1706,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.2617833,-86.4418833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.2617833,-86.4418833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3590333,-86.359,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3590333,-86.359,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
